zip,city,state,lat,lng
92019,"El Cajon",CA,32.7777,-116.9191
92020,"El Cajon",CA,32.7928,-116.9665
92021,"El Cajon",CA,32.8178,-116.9223
92022,"El Cajon",CA,32.7948,-116.9625
92023,"Encinitas",CA,33.036,-117.292
92024,"Encinitas",CA,33.0535,-117.2689
92025,"Escondido",CA,33.1101,-117.07
92026,"Escondido",CA,33.1605,-117.0978
92027,"Escondido",CA,33.1388,-117.052
92028,"Fallbrook",CA,33.369,-117.229
92029,"Escondido",CA,33.0895,-117.1128
92030,"Escondido",CA,33.1192,-117.0864
92033,"Escondido",CA,33.1192,-117.0864
92036,"Julian",CA,33.0534,-116.5658
92037,"La Jolla",CA,32.8455,-117.2521
92038,"La Jolla",CA,32.8473,-117.2742
92039,"La Jolla",CA,32.8473,-117.2742
92040,"Lakeside",CA,32.8562,-116.9201
92046,"Escondido",CA,33.1192,-117.0864
92049,"Oceanside",CA,33.1959,-117.3795
92051,"Oceanside",CA,33.1959,-117.3795
92052,"Oceanside",CA,33.1959,-117.3795
92054,"Oceanside",CA,33.2072,-117.3573
92055,"Camp Pendleton",CA,33.2433,-117.3768
92056,"Oceanside",CA,33.1968,-117.2831
92057,"Oceanside",CA,33.2407,-117.3025
92058,"Oceanside",CA,33.1959,-117.3795
92059,"Pala",CA,33.3777,-117.0717
92060,"Palomar Mountain",CA,33.3228,-116.8786
92061,"Pauma Valley",CA,33.3063,-116.9596
92064,"Poway",CA,32.9756,-117.0402
92065,"Ramona",CA,33.0293,-116.8535
92066,"Ranchita",CA,33.21,-116.5167
92067,"Rancho Santa Fe",CA,33.005,-117.2157
92068,"San Luis Rey",CA,33.232,-117.3236
92069,"San Marcos",CA,33.1444,-117.1697
92070,"Santa Ysabel",CA,33.1476,-116.6963
92071,"Santee",CA,32.8486,-116.9862
92072,"Santee",CA,32.8384,-116.9739
92074,"Poway",CA,32.9628,-117.0359
92075,"Solana Beach",CA,32.9937,-117.2598
92078,"San Marcos",CA,33.1193,-117.185
92079,"San Marcos",CA,33.1434,-117.1661
92081,"Vista",CA,33.1644,-117.2403
92082,"Valley Center",CA,33.249,-117.0122
92083,"Vista",CA,33.1978,-117.2482
92084,"Vista",CA,33.2131,-117.2243
92085,"Vista",CA,33.2,-117.2425
92086,"Warner Springs",CA,33.3096,-116.6527
92088,"Fallbrook",CA,33.3764,-117.2511
92091,"Rancho Santa Fe",CA,32.9623,-117.0462
92092,"La Jolla",CA,32.8473,-117.2742
92093,"La Jolla",CA,32.8473,-117.2742
92096,"San Marcos",CA,33.1434,-117.1661
92101,"San Diego",CA,32.7185,-117.1593
92102,"San Diego",CA,32.7139,-117.1219
92103,"San Diego",CA,32.7466,-117.1636
92104,"San Diego",CA,32.7454,-117.1272
92105,"San Diego",CA,32.7423,-117.0947
92106,"San Diego",CA,32.7272,-117.2268
92107,"San Diego",CA,32.7425,-117.2433
92108,"San Diego",CA,32.7783,-117.1335
92109,"San Diego",CA,32.7969,-117.2405
92110,"San Diego",CA,32.7635,-117.2028
92111,"San Diego",CA,32.7972,-117.1708
92112,"San Diego",CA,32.7153,-117.1573
92113,"San Diego",CA,32.697,-117.1153
92114,"San Diego",CA,32.7059,-117.0524
92115,"San Diego",CA,32.7607,-117.0721
92116,"San Diego",CA,32.7624,-117.1242
92117,"San Diego",CA,32.8239,-117.1965
92118,"Coronado",CA,32.6807,-117.1698
92119,"San Diego",CA,32.8036,-117.0261
92120,"San Diego",CA,32.7958,-117.0707
92121,"San Diego",CA,32.8919,-117.2035
92122,"San Diego",CA,32.8577,-117.2115
92123,"San Diego",CA,32.7973,-117.1392
92124,"San Diego",CA,32.8201,-117.0986
92126,"San Diego",CA,32.9161,-117.1402
92127,"San Diego",CA,33.0279,-117.0856
92128,"San Diego",CA,33.0067,-117.069
92129,"San Diego",CA,32.9652,-117.1213
92130,"San Diego",CA,32.9555,-117.2252
92131,"San Diego",CA,32.9123,-117.0898
92132,"San Diego",CA,32.6437,-117.1384
92134,"San Diego",CA,32.7242,-117.1466
92135,"San Diego",CA,32.7153,-117.1573
92136,"San Diego",CA,32.6834,-117.1219
92137,"San Diego",CA,32.8538,-117.1197
92138,"San Diego",CA,32.7153,-117.1573
92139,"San Diego",CA,32.6806,-117.0474
92140,"San Diego",CA,32.7434,-117.2004
92142,"San Diego",CA,32.7153,-117.1573
92143,"San Ysidro",CA,33.2553,-116.5664
92145,"San Diego",CA,32.8891,-117.1005
92147,"San Diego",CA,32.7153,-117.1573
92149,"San Diego",CA,32.7153,-117.1573
92150,"San Diego",CA,32.7153,-117.1573
92152,"San Diego",CA,32.7153,-117.1573
92153,"San Diego",CA,32.7153,-117.1573
92154,"San Diego",CA,32.5753,-117.0707
92155,"San Diego",CA,32.6716,-117.1657
92158,"San Diego",CA,32.7153,-117.1573
92159,"San Diego",CA,32.7153,-117.1573
92160,"San Diego",CA,32.7153,-117.1573
92161,"San Diego",CA,32.8718,-117.2291
92163,"San Diego",CA,32.7153,-117.1573
92165,"San Diego",CA,32.7153,-117.1573
92166,"San Diego",CA,32.7153,-117.1573
92167,"San Diego",CA,32.7153,-117.1573
92168,"San Diego",CA,32.7153,-117.1573
92169,"San Diego",CA,32.7153,-117.1573
92170,"San Diego",CA,32.7153,-117.1573
92171,"San Diego",CA,32.7153,-117.1573
92172,"San Diego",CA,32.7153,-117.1573
92173,"San Ysidro",CA,32.5626,-117.043
92174,"San Diego",CA,32.7153,-117.1573
92175,"San Diego",CA,32.7153,-117.1573
92176,"San Diego",CA,32.7153,-117.1573
92177,"San Diego",CA,32.7153,-117.1573
92178,"Coronado",CA,32.6859,-117.1831
92179,"San Diego",CA,32.7153,-117.1573
92182,"San Diego",CA,32.7751,-117.0762
92186,"San Diego",CA,32.7153,-117.1573
92187,"San Diego",CA,32.7153,-117.1573
92190,"San Diego",CA,32.7153,-117.1573
92191,"San Diego",CA,32.7153,-117.1573
92192,"San Diego",CA,32.7153,-117.1573
92193,"San Diego",CA,32.7153,-117.1573
92195,"San Diego",CA,32.7153,-117.1573
92196,"San Diego",CA,32.7153,-117.1573
92197,"San Diego",CA,32.7153,-117.1573
92198,"San Diego",CA,32.7153,-117.1573
92199,"San Diego",CA,32.7516,-117.1918
92201,"Indio",CA,33.7207,-116.2168
92202,"Indio",CA,33.7529,-116.0556
92203,"Indio",CA,33.7532,-116.2676
92210,"Indian Wells",CA,33.7163,-116.3381
92211,"Palm Desert",CA,33.7644,-116.3398
92220,"Banning",CA,33.9282,-116.8899
92222,"Bard",CA,32.7822,-114.5619
92223,"Beaumont",CA,33.9504,-116.9701
92225,"Blythe",CA,33.6103,-114.5963
92226,"Blythe",CA,33.5987,-114.6525
92227,"Brawley",CA,32.9792,-115.5296
92230,"Cabazon",CA,33.9086,-116.7739
92231,"Calexico",CA,32.6832,-115.5028
92232,"Calexico",CA,32.6789,-115.4989
92233,"Calipatria",CA,33.167,-115.5114
92234,"Cathedral City",CA,33.8098,-116.4665
92235,"Cathedral City",CA,33.7797,-116.4653
92236,"Coachella",CA,33.675,-116.1772
92239,"Desert Center",CA,33.809,-115.3666
92240,"Desert Hot Springs",CA,33.9531,-116.5219
92241,"Desert Hot Springs",CA,33.8763,-116.354
92242,"Earp",CA,34.1652,-114.3197
92243,"El Centro",CA,32.7893,-115.5665
92244,"El Centro",CA,32.7948,-115.6927
92247,"La Quinta",CA,33.6736,-116.2951
92248,"La Quinta",CA,33.6736,-116.2951
92249,"Heber",CA,32.7218,-115.4383
92250,"Holtville",CA,32.8104,-115.3775
92251,"Imperial",CA,32.847,-115.573
92252,"Joshua Tree",CA,34.1502,-116.3038
92253,"La Quinta",CA,33.6685,-116.3081
92254,"Mecca",CA,33.545,-116.0187
92255,"Palm Desert",CA,33.7225,-116.377
92256,"Morongo Valley",CA,34.0606,-116.5656
92257,"Niland",CA,33.3784,-115.6965
92258,"North Palm Springs",CA,33.9228,-116.5431
92259,"Ocotillo",CA,32.7387,-115.9942
92260,"Palm Desert",CA,33.7225,-116.377
92261,"Palm Desert",CA,33.6604,-116.4082
92262,"Palm Springs",CA,33.8414,-116.5347
92263,"Palm Springs",CA,33.7611,-116.5359
92264,"Palm Springs",CA,33.8018,-116.517
92266,"Palo Verde",CA,33.3696,-114.7355
92267,"Parker Dam",CA,34.2872,-114.143
92268,"Pioneertown",CA,34.1887,-116.5048
92270,"Rancho Mirage",CA,33.7643,-116.4225
92273,"Seeley",CA,32.7941,-115.6948
92274,"Thermal",CA,33.5578,-116.1572
92275,"Salton City",CA,33.3092,-115.9578
92276,"Thousand Palms",CA,33.8082,-116.3713
92277,"Twentynine Palms",CA,34.1455,-116.0601
92278,"Twentynine Palms",CA,34.238,-116.0604
92280,"Vidal",CA,34.1561,-114.5656
92281,"Westmorland",CA,33.038,-115.5914
92282,"Whitewater",CA,33.989,-116.6566
92283,"Winterhaven",CA,32.9818,-114.6854
92284,"Yucca Valley",CA,34.1559,-116.4313
92285,"Landers",CA,34.3103,-116.5241
92286,"Yucca Valley",CA,34.1803,-116.35
92301,"Adelanto",CA,34.5841,-117.4242
92304,"Amboy",CA,34.5578,-115.7444
92305,"Angelus Oaks",CA,34.1531,-116.9485
92307,"Apple Valley",CA,34.5291,-117.2132
92308,"Apple Valley",CA,34.4698,-117.1927
92309,"Baker",CA,35.3606,-116.0638
92310,"Fort Irwin",CA,35.2625,-116.6966
92311,"Barstow",CA,34.8914,-117.0387
92312,"Barstow",CA,34.8986,-117.0228
92313,"Grand Terrace",CA,34.031,-117.3129
92314,"Big Bear City",CA,34.261,-116.8131
92315,"Big Bear Lake",CA,34.235,-116.9053
92316,"Bloomington",CA,34.0662,-117.3993
92317,"Blue Jay",CA,34.2112,-117.0796
92318,"Bryn Mawr",CA,34.0483,-117.2309
92320,"Calimesa",CA,33.9946,-117.043
92321,"Cedar Glen",CA,34.2545,-117.1533
92322,"Cedarpines Park",CA,34.2544,-117.3265
92323,"Cima",CA,35.2378,-115.4992
92324,"Colton",CA,34.0315,-117.2874
92325,"Crestline",CA,34.2433,-117.2811
92327,"Daggett",CA,34.8668,-116.8876
92328,"Death Valley",CA,36.4672,-116.8937
92329,"Phelan",CA,34.4261,-117.5723
92331,"Fontana",CA,34.0922,-117.4612
92332,"Essex",CA,34.5881,-115.5771
92333,"Fawnskin",CA,34.2583,-116.9515
92334,"Fontana",CA,34.0922,-117.435
92335,"Fontana",CA,34.0794,-117.4551
92336,"Fontana",CA,34.1173,-117.4378
92337,"Fontana",CA,34.0498,-117.4706
92338,"Ludlow",CA,34.7211,-116.16
92339,"Forest Falls",CA,34.0937,-116.9362
92340,"Hesperia",CA,34.4264,-117.3009
92341,"Green Valley Lake",CA,34.2348,-117.066
92342,"Helendale",CA,34.7499,-117.3367
92344,"Hesperia",CA,34.4239,-117.4075
92345,"Hesperia",CA,34.4222,-117.3025
92346,"Highland",CA,34.1283,-117.2087
92347,"Hinkley",CA,34.9279,-117.1809
92350,"Loma Linda",CA,34.0483,-117.2612
92352,"Lake Arrowhead",CA,34.2606,-117.2016
92354,"Loma Linda",CA,34.0528,-117.2513
92356,"Lucerne Valley",CA,34.447,-116.9189
92357,"Loma Linda",CA,34.0483,-117.2612
92358,"Lytle Creek",CA,34.2558,-117.5186
92359,"Mentone",CA,34.0774,-117.1126
92363,"Needles",CA,34.7824,-114.5871
92364,"Nipton",CA,35.4667,-115.2722
92365,"Newberry Springs",CA,34.885,-116.7464
92366,"Mountain Pass",CA,35.4703,-115.545
92368,"Oro Grande",CA,34.6178,-117.3327
92369,"Patton",CA,34.1358,-117.2239
92371,"Phelan",CA,34.4449,-117.5196
92372,"Pinon Hills",CA,34.4429,-117.6403
92373,"Redlands",CA,34.0397,-117.1804
92374,"Redlands",CA,34.065,-117.1672
92375,"Redlands",CA,34.0556,-117.1825
92376,"Rialto",CA,34.1132,-117.3771
92377,"Rialto",CA,34.1561,-117.4042
92378,"Rimforest",CA,34.2297,-117.225
92382,"Running Springs",CA,34.2102,-117.1109
92384,"Shoshone",CA,35.973,-116.2711
92385,"Skyforest",CA,34.2353,-117.1792
92386,"Sugarloaf",CA,34.2372,-116.8277
92389,"Tecopa",CA,35.9021,-116.1544
92391,"Twin Peaks",CA,34.2379,-117.2348
92392,"Victorville",CA,34.4802,-117.4082
92393,"Victorville",CA,34.5361,-117.2912
92394,"Victorville",CA,34.5563,-117.3528
92395,"Victorville",CA,34.5016,-117.2944
92397,"Wrightwood",CA,34.3628,-117.6249
92398,"Yermo",CA,34.905,-116.8203
92399,"Yucaipa",CA,34.0282,-117.0489
92401,"San Bernardino",CA,34.1105,-117.2898
92402,"San Bernardino",CA,34.1083,-117.2898
92403,"San Bernardino",CA,34.1083,-117.2898
92404,"San Bernardino",CA,34.1426,-117.2606
92405,"San Bernardino",CA,34.1446,-117.3013
92406,"San Bernardino",CA,34.1083,-117.2898
92407,"San Bernardino",CA,34.2166,-117.3908
92408,"San Bernardino",CA,34.0831,-117.2711
92410,"San Bernardino",CA,34.1069,-117.2975
92411,"San Bernardino",CA,34.1214,-117.3172
92413,"San Bernardino",CA,34.1083,-117.2898
92415,"San Bernardino",CA,34.1083,-117.2898
92418,"San Bernardino",CA,34.1083,-117.2898
92423,"San Bernardino",CA,34.1083,-117.2898
92427,"San Bernardino",CA,34.1083,-117.2898
92501,"Riverside",CA,33.9924,-117.3694
92502,"Riverside",CA,33.9533,-117.3962
92503,"Riverside",CA,33.9208,-117.4589
92504,"Riverside",CA,33.9315,-117.4119
92505,"Riverside",CA,33.9228,-117.4867
92506,"Riverside",CA,33.9455,-117.3757
92507,"Riverside",CA,33.9761,-117.3389
92508,"Riverside",CA,33.8897,-117.3043
92509,"Riverside",CA,34.0033,-117.445
92513,"Riverside",CA,33.9533,-117.3962
92514,"Riverside",CA,33.9533,-117.3962
92515,"Riverside",CA,33.9533,-117.3962
92516,"Riverside",CA,33.9533,-117.3962
92517,"Riverside",CA,33.9533,-117.3962
92518,"March Air Reserve Base",CA,33.9533,-117.3962
92519,"Riverside",CA,33.9533,-117.3962
92521,"Riverside",CA,33.9533,-117.3962
92522,"Riverside",CA,33.9533,-117.3962
92530,"Lake Elsinore",CA,33.6598,-117.3485
92531,"Lake Elsinore",CA,33.6681,-117.3273
92532,"Lake Elsinore",CA,33.6927,-117.303
92536,"Aguanga",CA,33.4473,-116.7997
92539,"Anza",CA,33.5688,-116.7135
92543,"Hemet",CA,33.7416,-116.973
92544,"Hemet",CA,33.739,-116.9243
92545,"Hemet",CA,33.7399,-117.0151
92546,"Hemet",CA,33.7476,-116.9731
92548,"Homeland",CA,33.7453,-117.1118
92549,"Idyllwild",CA,33.7304,-116.7107
92551,"Moreno Valley",CA,33.8814,-117.2261
92552,"Moreno Valley",CA,33.9375,-117.2306
92553,"Moreno Valley",CA,33.9157,-117.2351
92554,"Moreno Valley",CA,33.9375,-117.2306
92555,"Moreno Valley",CA,33.9377,-117.1851
92556,"Moreno Valley",CA,33.9375,-117.2306
92557,"Moreno Valley",CA,33.9553,-117.2457
92561,"Mountain Center",CA,33.7042,-116.7259
92562,"Murrieta",CA,33.5631,-117.2738
92563,"Murrieta",CA,33.569,-117.1783
92564,"Murrieta",CA,33.5539,-117.2139
92567,"Nuevo",CA,33.8123,-117.1048
92570,"Perris",CA,33.7852,-117.3166
92571,"Perris",CA,33.811,-117.218
92572,"Perris",CA,33.7825,-117.2286
92581,"San Jacinto",CA,33.7839,-116.9586
92582,"San Jacinto",CA,33.7883,-116.9819
92583,"San Jacinto",CA,33.7967,-116.9324
92584,"Menifee",CA,33.6647,-117.1743
92585,"Sun City",CA,33.7467,-117.1721
92586,"Sun City",CA,33.7044,-117.1969
92587,"Quail Valley",CA,33.707,-117.245
92589,"Temecula",CA,33.4936,-117.1484
92590,"Temecula",CA,33.4903,-117.1824
92591,"Temecula",CA,33.5217,-117.1286
92592,"Temecula",CA,33.4983,-117.0958
92593,"Temecula",CA,33.4936,-117.1484
92595,"Wildomar",CA,33.6021,-117.264
92596,"Winchester",CA,33.6243,-117.0885
92599,"Perris",CA,33.7825,-117.2286
92602,"Irvine",CA,33.7419,-117.7467
92603,"Irvine",CA,33.6245,-117.794
92604,"Irvine",CA,33.6899,-117.7868
92605,"Huntington Beach",CA,33.7151,-118.0077
92606,"Irvine",CA,33.6951,-117.8224
92607,"Laguna Niguel",CA,33.5269,-117.7117
92609,"El Toro",CA,33.624,-117.6908
92610,"Foothill Ranch",CA,33.6748,-117.6649
92612,"Irvine",CA,33.6607,-117.8264
92614,"Irvine",CA,33.6829,-117.8298
92615,"Huntington Beach",CA,33.6566,-117.9699
92616,"Irvine",CA,33.6519,-117.8361
92617,"Irvine",CA,33.6425,-117.8417
92618,"Irvine",CA,33.7074,-117.7054
92619,"Irvine",CA,33.6706,-117.7645
92620,"Irvine",CA,33.7009,-117.7564
92623,"Irvine",CA,33.6942,-117.8126
92624,"Capistrano Beach",CA,33.46,-117.6632
92625,"Corona Del Mar",CA,33.6021,-117.8743
92626,"Costa Mesa",CA,33.6801,-117.9085
92627,"Costa Mesa",CA,33.6483,-117.9155
92628,"Costa Mesa",CA,33.6401,-117.9159
92629,"Dana Point",CA,33.4743,-117.6964
92630,"Lake Forest",CA,33.6437,-117.6868
92637,"Laguna Woods",CA,33.6103,-117.7253
92646,"Huntington Beach",CA,33.6654,-117.9686
92647,"Huntington Beach",CA,33.721,-118.0033
92648,"Huntington Beach",CA,33.6773,-118.0051
92649,"Huntington Beach",CA,33.718,-118.0505
92650,"East Irvine",CA,33.6795,-117.7609
92651,"Laguna Beach",CA,33.5429,-117.7813
92652,"Laguna Beach",CA,33.543,-117.7815
92653,"Laguna Hills",CA,33.5916,-117.6985
92654,"Laguna Hills",CA,33.6042,-117.7154
92655,"Midway City",CA,33.7446,-117.984
92656,"Aliso Viejo",CA,33.5701,-117.7086
92657,"Newport Coast",CA,33.5943,-117.8334
92658,"Newport Beach",CA,33.6422,-117.8631
92659,"Newport Beach",CA,33.6222,-117.9235
92660,"Newport Beach",CA,33.6295,-117.8684
92661,"Newport Beach",CA,33.6045,-117.9021
92662,"Newport Beach",CA,33.6062,-117.8931
92663,"Newport Beach",CA,33.621,-117.9321
92672,"San Clemente",CA,33.4361,-117.6231
92673,"San Clemente",CA,33.4615,-117.6375
92674,"San Clemente",CA,33.4409,-117.6211
92675,"San Juan Capistrano",CA,33.5085,-117.6565
92676,"Silverado",CA,33.7451,-117.6153
92677,"Laguna Niguel",CA,33.5145,-117.7084
92678,"Trabuco Canyon",CA,33.6643,-117.5896
92679,"Trabuco Canyon",CA,33.6625,-117.5903
92683,"Westminster",CA,33.7524,-117.9939
92684,"Westminster",CA,33.7627,-118.0072
92685,"Westminster",CA,33.7528,-117.9951
92688,"Rancho Santa Margarita",CA,33.6512,-117.5938
92690,"Mission Viejo",CA,33.6117,-117.643
92691,"Mission Viejo",CA,33.6128,-117.6622
92692,"Mission Viejo",CA,33.6144,-117.6433
92693,"San Juan Capistrano",CA,33.4977,-117.6651
92694,"Ladera Ranch",CA,33.5472,-117.6238
92697,"Irvine",CA,33.6485,-117.8387
92698,"Aliso Viejo",CA,33.6686,-117.8386
92701,"Santa Ana",CA,33.7523,-117.8541
92702,"Santa Ana",CA,33.7365,-117.8714
92703,"Santa Ana",CA,33.7489,-117.9072
92704,"Santa Ana",CA,33.7249,-117.909
92705,"Santa Ana",CA,33.754,-117.7919
92706,"Santa Ana",CA,33.7691,-117.8855
92707,"Santa Ana",CA,33.7086,-117.8701
92708,"Fountain Valley",CA,33.7102,-117.9503
92711,"Santa Ana",CA,33.7669,-117.8043
92712,"Santa Ana",CA,33.7496,-117.875
92728,"Fountain Valley",CA,33.714,-117.9284
92735,"Santa Ana",CA,33.7188,-117.8546
92780,"Tustin",CA,33.7364,-117.8229
92781,"Tustin",CA,33.7369,-117.8181
92782,"Tustin",CA,33.7346,-117.7869
92799,"Santa Ana",CA,33.7205,-117.9098
92801,"Anaheim",CA,33.8428,-117.9546
92802,"Anaheim",CA,33.8085,-117.9228
92803,"Anaheim",CA,33.8397,-117.9388
92804,"Anaheim",CA,33.8186,-117.9729
92805,"Anaheim",CA,33.8359,-117.9086
92806,"Anaheim",CA,33.8356,-117.8681
92807,"Anaheim",CA,33.8544,-117.7858
92808,"Anaheim",CA,33.8579,-117.7513
92809,"Anaheim",CA,33.8426,-117.9388
92811,"Atwood",CA,33.8674,-117.831
92812,"Anaheim",CA,33.817,-117.9286
92814,"Anaheim",CA,33.8173,-117.9607
92815,"Anaheim",CA,33.8319,-117.9121
92816,"Anaheim",CA,33.8401,-117.8867
92817,"Anaheim",CA,33.8512,-117.7915
92821,"Brea",CA,33.9291,-117.8845
92822,"Brea",CA,33.9187,-117.8892
92823,"Brea",CA,33.923,-117.798
92825,"Anaheim",CA,33.8356,-117.9132
92831,"Fullerton",CA,33.8873,-117.8946
92832,"Fullerton",CA,33.868,-117.9265
92833,"Fullerton",CA,33.8766,-117.9551
92834,"Fullerton",CA,33.8768,-117.897
92835,"Fullerton",CA,33.8994,-117.9063
92836,"Fullerton",CA,33.8755,-117.9038
92837,"Fullerton",CA,33.8695,-117.9611
92838,"Fullerton",CA,33.8934,-117.931
92840,"Garden Grove",CA,33.7869,-117.9273
92841,"Garden Grove",CA,33.7817,-117.9766
92842,"Garden Grove",CA,33.7783,-117.9456
92843,"Garden Grove",CA,33.7671,-117.929
92844,"Garden Grove",CA,33.7661,-117.9738
92845,"Garden Grove",CA,33.7787,-118.0267
92846,"Garden Grove",CA,33.788,-118.0325
92850,"Anaheim",CA,33.8442,-117.9555
92856,"Orange",CA,33.7841,-117.8435
92857,"Orange",CA,33.8317,-117.8491
92859,"Orange",CA,33.8027,-117.7867
92860,"Norco",CA,33.9247,-117.5517
92861,"Villa Park",CA,33.8205,-117.8104
92862,"Orange",CA,33.7915,-117.714
92863,"Orange",CA,33.8153,-117.8273
92864,"Orange",CA,33.8143,-117.8308
92865,"Orange",CA,33.8263,-117.8511
92866,"Orange",CA,33.7877,-117.8423
92867,"Orange",CA,33.811,-117.8493
92868,"Orange",CA,33.7875,-117.8776
92869,"Orange",CA,33.7868,-117.7934
92870,"Placentia",CA,33.8744,-117.8543
92871,"Placentia",CA,33.8829,-117.8557
92877,"Corona",CA,33.8753,-117.5664
92878,"Corona",CA,33.8753,-117.5664
92879,"Corona",CA,33.8797,-117.5354
92880,"Corona",CA,33.9208,-117.6096
92881,"Corona",CA,33.8241,-117.5198
92882,"Corona",CA,33.8419,-117.6043
92883,"Corona",CA,33.7541,-117.474
92885,"Yorba Linda",CA,33.8911,-117.8222
92886,"Yorba Linda",CA,33.9058,-117.7865
92887,"Yorba Linda",CA,33.8841,-117.7304
92899,"Anaheim",CA,33.8373,-117.8712
93001,"Ventura",CA,34.3308,-119.3584
93002,"Ventura",CA,34.2783,-119.2932
93003,"Ventura",CA,34.2846,-119.2222
93004,"Ventura",CA,34.2788,-119.1651
93005,"Ventura",CA,34.2783,-119.2932
93006,"Ventura",CA,34.2783,-119.2932
93007,"Ventura",CA,34.2783,-119.2932
93009,"Ventura",CA,34.3562,-119.1462
93010,"Camarillo",CA,34.2313,-119.0464
93011,"Camarillo",CA,34.2164,-119.0376
93012,"Camarillo",CA,34.2218,-118.9866
93013,"Carpinteria",CA,34.4036,-119.5183
93014,"Carpinteria",CA,34.3989,-119.5185
93015,"Fillmore",CA,34.3992,-118.9182
93016,"Fillmore",CA,34.3992,-118.9182
93020,"Moorpark",CA,34.2856,-118.882
93021,"Moorpark",CA,34.2784,-118.8771
93022,"Oak View",CA,34.402,-119.2982
93023,"Ojai",CA,34.4451,-119.2565
93024,"Ojai",CA,34.448,-119.2429
93030,"Oxnard",CA,34.2141,-119.175
93031,"Oxnard",CA,34.0324,-119.1343
93032,"Oxnard",CA,34.1975,-119.1771
93033,"Oxnard",CA,34.1685,-119.1717
93034,"Oxnard",CA,34.0324,-119.1343
93035,"Oxnard",CA,34.1822,-119.216
93036,"Oxnard",CA,34.2351,-119.182
93040,"Piru",CA,34.4352,-118.7855
93041,"Port Hueneme",CA,34.1626,-119.1973
93042,"Point Mugu Nawc",CA,34.1134,-119.1124
93043,"Port Hueneme Cbc Base",CA,34.1621,-119.2074
93044,"Port Hueneme",CA,34.1478,-119.1951
93060,"Santa Paula",CA,34.3547,-119.0713
93061,"Santa Paula",CA,34.3542,-119.0593
93062,"Simi Valley",CA,34.2694,-118.7815
93063,"Simi Valley",CA,34.3046,-118.6844
93064,"Brandeis",CA,34.2582,-118.7107
93065,"Simi Valley",CA,34.2656,-118.7653
93066,"Somis",CA,34.2798,-119.0115
93067,"Summerland",CA,34.4214,-119.5965
93094,"Simi Valley",CA,34.2694,-118.7815
93099,"Simi Valley",CA,34.2694,-118.7815
93101,"Santa Barbara",CA,34.4197,-119.7078
93102,"Santa Barbara",CA,34.4208,-119.6982
93103,"Santa Barbara",CA,34.4291,-119.6833
93105,"Santa Barbara",CA,34.4369,-119.7285
93106,"Santa Barbara",CA,34.4329,-119.8371
93107,"Santa Barbara",CA,34.4218,-119.8637
93108,"Santa Barbara",CA,34.4378,-119.6159
93109,"Santa Barbara",CA,34.4038,-119.7194
93110,"Santa Barbara",CA,34.4418,-119.7647
93111,"Santa Barbara",CA,34.4453,-119.8025
93116,"Goleta",CA,34.4358,-119.8276
93117,"Goleta",CA,34.4296,-119.8612
93118,"Goleta",CA,34.4358,-119.8276
93120,"Santa Barbara",CA,34.4208,-119.6982
93121,"Santa Barbara",CA,34.4208,-119.6982
93130,"Santa Barbara",CA,34.4208,-119.6982
93140,"Santa Barbara",CA,34.4208,-119.6982
93150,"Santa Barbara",CA,34.4208,-119.6982
93160,"Santa Barbara",CA,34.4208,-119.6982
93190,"Santa Barbara",CA,34.4208,-119.6982
93199,"Goleta",CA,34.2628,-119.8486
93201,"Alpaugh",CA,35.8877,-119.4873
93202,"Armona",CA,36.3095,-119.7053
93203,"Arvin",CA,35.1966,-118.8336
93204,"Avenal",CA,35.9877,-120.1227
93205,"Bodfish",CA,35.587,-118.4847
93206,"Buttonwillow",CA,35.4033,-119.4659
93207,"California Hot Springs",CA,35.8818,-118.6561
93208,"Camp Nelson",CA,36.1427,-118.6093
93210,"Coalinga",CA,36.1624,-120.3489
93212,"Corcoran",CA,36.0865,-119.5607
93215,"Delano",CA,35.7715,-119.2459
93216,"Delano",CA,35.7688,-119.2471
93218,"Ducor",CA,35.8916,-119.0473
93219,"Earlimart",CA,35.8744,-119.281
93220,"Edison",CA,35.3475,-118.8718
93221,"Exeter",CA,36.3041,-119.1293
93222,"Pine Mountain Club",CA,34.8469,-119.1568
93223,"Farmersville",CA,36.3002,-119.2054
93224,"Fellows",CA,35.1786,-119.5412
93225,"Frazier Park",CA,34.8265,-119.0355
93226,"Glennville",CA,35.7377,-118.7169
93227,"Goshen",CA,36.3572,-119.4254
93230,"Hanford",CA,36.3314,-119.6491
93232,"Hanford",CA,36.3275,-119.6457
93234,"Huron",CA,36.2371,-120.102
93235,"Ivanhoe",CA,36.3856,-119.2189
93237,"Kaweah",CA,36.4727,-118.9029
93238,"Kernville",CA,35.755,-118.4047
93239,"Kettleman City",CA,36.0083,-119.9618
93240,"Lake Isabella",CA,35.669,-118.457
93241,"Lamont",CA,35.2571,-118.9124
93242,"Laton",CA,36.4378,-119.7156
93243,"Lebec",CA,34.8818,-118.8566
93244,"Lemon Cove",CA,36.4969,-118.9941
93245,"Lemoore",CA,36.2682,-119.8173
93246,"Lemoore",CA,36.1389,-119.8947
93247,"Lindsay",CA,36.2096,-119.0884
93249,"Lost Hills",CA,35.6163,-119.6943
93250,"Mc Farland",CA,35.6758,-119.2272
93251,"Mc Kittrick",CA,35.3031,-119.6366
93252,"Maricopa",CA,35.0589,-119.401
